"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher"
"Final Fantasy XIII-2","PS3",2011,"Role-Playing","Square Enix",0.78,0.73,0.89,0.23,2.63,79,53,64,707,"Square Enix","T",5,"10s","SONY","7th Gen","SONY_PS","Square Enix","Japan","Square Enix"
"Midnight Club: Street Racing","PS2",2000,"Racing","Take-Two Interactive",2,0.47,0.02,0.14,2.63,78,18,76,21,"Angel Studios","T",16,"90s","SONY","6th Gen","SONY_PS","Other","Other","Sega"
"Skate 3","X360",2010,"Sports","Electronic Arts",1.47,0.93,0,0.24,2.63,80,65,78,127,"EA Black Box","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"ESPN NFL 2K5","PS2",2004,"Sports","Sega",2.15,0.12,0,0.36,2.62,90,37,80,84,"Visual Concepts","E",12,"00s","SONY","6th Gen","SONY_PS","Sega","Japan","Sega"
"Halo Wars","X360",2009,"Strategy","Microsoft Game Studios",1.54,0.8,0.04,0.24,2.62,82,92,70,454,"Ensemble Studios","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"NBA 2K12","X360",2011,"Sports","Take-Two Interactive",2.31,0.14,0.01,0.16,2.62,90,42,75,134,"Visual Concepts","E",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega"
"FIFA Soccer 10","X360",2009,"Sports","Electronic Arts",0.59,1.79,0.01,0.23,2.62,90,63,73,133,"EA Sports","E",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Medal of Honor","X360",2010,"Shooter","Electronic Arts",1.56,0.8,0.04,0.21,2.61,74,71,65,288,"Dice, Danger Close","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA"
"Harry Potter and the Chamber of Secrets","PS2",2002,"Action","Electronic Arts",0.9,1.22,0.04,0.44,2.61,71,16,74,49,"Electronic Arts","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"God of War Collection","PS3",2009,"Action","Sony Computer Entertainment",1.7,0.44,0.06,0.4,2.6,91,50,85,529,"Bluepoint Games","M",7,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"NBA Live 2005","PS2",2004,"Sports","Electronic Arts",2.03,0.21,0,0.35,2.59,84,21,79,44,"EA Canada","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Mario Strikers Charged","Wii",2007,"Sports","Nintendo",1.05,1.05,0.24,0.24,2.58,79,47,78,124,"Next Level Games","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"FIFA Soccer 09","PS3",2008,"Sports","Electronic Arts",0.48,1.63,0.04,0.43,2.58,87,42,73,108,"EA Canada","E",8,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Style Savvy","DS",2008,"Simulation","Nintendo",0.62,0.82,0.96,0.18,2.58,73,4,75,7,"syn Sophia","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo"
"WWE SmackDown vs. RAW 2007","PS2",2006,"Fighting","THQ",1.4,0.88,0.03,0.26,2.58,80,27,84,57,"Yuke's","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"LEGO Star Wars: The Complete Saga","X360",2007,"Action","LucasArts",1.53,0.81,0,0.24,2.57,80,24,72,114,"Traveller's Tales","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Madden NFL 08","PS2",2007,"Sports","Electronic Arts",2.14,0.08,0,0.35,2.57,78,11,76,17,"EA Tiburon","E",9,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Monster Hunter Freedom 2","PSP",2007,"Role-Playing","Capcom",0.37,0.27,1.75,0.18,2.57,72,38,85,83,"Capcom","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Sonic Adventure 2 Battle","GC",2001,"Platform","Sega",1.7,0.59,0.21,0.07,2.56,73,28,81,179,"Sonic Team","E",15,"00s","Nintendo","6th Gen","Misc","Sega","Japan","Sega"
"Madden NFL 13","PS3",2012,"Sports","Electronic Arts",2.11,0.22,0,0.23,2.56,83,22,53,101,"EA Tiburon","E",4,"10s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Dragon Age: Origins","X360",2009,"Role-Playing","Electronic Arts",1.76,0.55,0.03,0.22,2.56,86,68,77,725,"BioWare","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Pokémon Colosseum","GC",2003,"Role-Playing","Nintendo",1.21,0.57,0.7,0.07,2.54,73,37,78,89,"Genius Sonority Inc.","E",13,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo"
"LittleBigPlanet","PSP",2009,"Platform","Sony Computer Entertainment",0.64,1.22,0.01,0.67,2.54,87,68,76,98,"SCE/WWS, Media Molecule","E10+",7,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Madden NFL 09","X360",2008,"Sports","Electronic Arts",2.21,0.12,0,0.2,2.53,83,50,68,125,"EA Tiburon","E",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Crazy Taxi","PS2",2001,"Racing","Acclaim Entertainment",1.13,1.12,0.06,0.22,2.52,80,15,77,46,"Acclaim Studios Cheltenham","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Art Academy","DS",2010,"Misc","Nintendo",0.26,1.65,0.33,0.28,2.52,75,15,78,5,"Headstrong Games","E",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo"
"NBA 2K14","X360",2013,"Sports","Take-Two Interactive",2.1,0.19,0,0.23,2.52,87,23,47,150,"Visual Concepts","E",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega"
"Skylanders Giants","Wii",2012,"Action","Activision",1.48,0.83,0,0.21,2.52,78,8,68,20,"Toys for Bob","E10+",4,"10s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Activision Blizzard"
"Deca Sports","Wii",2008,"Sports","Konami Digital Entertainment",1.11,0.85,0.29,0.25,2.5,50,23,52,16,"CAProduction","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Marvel: Ultimate Alliance","X360",2006,"Role-Playing","Activision",2.29,0.02,0,0.19,2.5,82,68,73,120,"Raven Software","T",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Mortal Kombat: Deadly Alliance","PS2",2002,"Fighting","Midway Games",1.81,0.52,0,0.15,2.49,79,31,86,96,"Midway","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Game Party","Wii",2007,"Misc","Midway Games",1.47,0.77,0,0.24,2.48,25,8,41,26,"Midway","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Bloodborne","PS4",2015,"Action","Sony Computer Entertainment",1.03,0.81,0.26,0.38,2.48,92,100,84,6383,"From Software","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","SONY"
"Mario Party 4","GC",2002,"Misc","Nintendo",1.13,0.36,0.92,0.07,2.47,70,26,72,74,"Hudson","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Nintendo"
"Pure","X360",2008,"Racing","Disney Interactive Studios",1.38,0.84,0,0.25,2.47,85,55,75,83,"Black Rock Studio","E",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"NBA 2K13","PS3",2012,"Sports","Take-Two Interactive",1.73,0.43,0.05,0.27,2.47,90,26,78,99,"Visual Concepts","E",4,"10s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega"
"Saints Row: The Third","PS3",2011,"Action","THQ",0.86,1.04,0.18,0.38,2.47,82,50,75,384,"Volition Inc.","M",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Resistance 2","PS3",2008,"Shooter","Sony Computer Entertainment",1.15,0.84,0.1,0.38,2.46,87,79,59,1889,"Insomniac Games","M",8,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"NBA 2K15","PS4",2014,"Sports","Take-Two Interactive",1.47,0.54,0.01,0.43,2.45,83,50,68,291,"Visual Concepts","E",2,"10s","SONY","8th Gen","SONY_PS","Sega","Japan","Sega"
"Final Fantasy Tactics","PS",1997,"Role-Playing","SquareSoft",0.93,0.12,1.34,0.06,2.45,83,12,80,190,"SquareSoft","T",19,"90s","SONY","5th Gen","SONY_PS","Square Enix","Japan","Square Enix"
"Midnight Club: Los Angeles","PS3",2008,"Racing","Take-Two Interactive",1.56,0.53,0.05,0.31,2.45,82,50,80,100,"Rockstar San Diego","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"The Sims: Bustin' Out","PS2",2003,"Simulation","Electronic Arts",1.07,1.19,0,0.18,2.43,81,26,82,42,"Maxis","T",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"LEGO Harry Potter: Years 1-4","Wii",2010,"Action","Warner Bros. Interactive Entertainment",1.28,0.93,0,0.22,2.43,79,13,78,34,"Traveller's Tales","E10+",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Call of Duty: Infinite Warfare","XOne",2016,"Shooter","Activision",1.46,0.74,0,0.22,2.42,78,17,29,290,"Infinity Ward","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Madden NFL 16","XOne",2015,"Sports","Electronic Arts",2.08,0.08,0,0.26,2.42,84,23,59,124,"EA Sports","E",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA"
"Tom Clancy's Rainbow Six: Vegas 2","X360",2008,"Shooter","Ubisoft",1.56,0.6,0.02,0.23,2.42,82,66,76,176,"Ubisoft Montreal","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"Need for Speed Carbon: Own the City","PSP",2006,"Racing","Electronic Arts",0.87,0.97,0,0.58,2.42,73,14,77,39,"EA Canada","E10+",10,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Dragon Ball Z: Budokai 2","PS2",2003,"Fighting","Atari",1.63,0.22,0.51,0.06,2.41,66,28,80,92,"Dimps Corporation","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco"
"pro evolution soccer 2011","PS3",2010,"Sports","Konami Digital Entertainment",0.29,1.17,0.54,0.41,2.41,77,40,66,85,"Konami","E",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"ATV Offroad Fury","PS2",2001,"Racing","Sony Computer Entertainment",2.07,0.26,0,0.08,2.41,82,16,82,53,"Rainbow Studios","E",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY"
"Need for Speed: ProStreet","PS2",2007,"Racing","Electronic Arts",0.69,0,0.04,1.68,2.41,62,11,60,34,"Black Box","E10+",9,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Halo: Combat Evolved Anniversary","X360",2011,"Shooter","Microsoft Game Studios",1.44,0.7,0.04,0.22,2.4,82,73,79,487,"343 Industries","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Guitar Hero","PS2",2005,"Misc","RedOctane",1.67,0.61,0.03,0.07,2.38,91,65,85,173,"Harmonix Music Systems","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Madden NFL 11","PS3",2010,"Sports","Electronic Arts",2.04,0.15,0,0.2,2.38,83,36,59,68,"EA Tiburon","E",6,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Dead Island","X360",2011,"Action","Deep Silver",1.48,0.69,0,0.2,2.37,71,75,67,627,"Techland","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Half-Life 2","PC",2004,"Shooter","Vivendi Games",2.28,0.02,0.08,0,2.37,96,81,89,8665,"Valve Software","M",12,"00s","Microsoft","5th Gen","Misc","Other","Other","Ubisoft"
"The Incredibles","PS2",2004,"Action","THQ",0.96,1.08,0.04,0.3,2.37,62,36,74,22,"Heavy Iron Studios","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Madden NFL 08","X360",2007,"Sports","Electronic Arts",2.18,0.01,0,0.18,2.37,85,46,62,108,"EA Tiburon","E",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Tony Hawk's Underground 2","PS2",2004,"Sports","Activision",1.25,0.86,0.01,0.26,2.37,83,59,86,55,"Neversoft Entertainment","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Zumba Fitness","X360",2010,"Sports","505 Games",1.74,0.45,0,0.18,2.37,42,10,53,16,"Pipeworks Software, Inc.","E",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Madden NFL 10","PS3",2009,"Sports","Electronic Arts",2.03,0.13,0,0.21,2.37,85,41,66,58,"EA Tiburon","E",7,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Midnight Club: Los Angeles","X360",2008,"Racing","Take-Two Interactive",1.68,0.45,0.01,0.21,2.35,81,66,83,142,"Rockstar San Diego","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega"
"Kinect: Disneyland Adventures","X360",2011,"Misc","Microsoft Game Studios",1.73,0.43,0.02,0.17,2.35,73,33,27,67,"Frontier Developments","E10+",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"WWE SmackDown vs Raw 2008","PS2",2007,"Fighting","THQ",0.92,0,0.01,1.41,2.34,71,11,70,31,"Yuke's","T",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"The Legend of Zelda: Majora's Mask 3D","3DS",2015,"Action","Nintendo",1.15,0.55,0.47,0.17,2.34,89,82,88,478,"GREZZO","E10+",1,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Nintendo"
"Resident Evil - Code: Veronica X","PS2",2001,"Action","Capcom",1.08,0.7,0.34,0.21,2.34,84,21,82,189,"Capcom","M",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"NBA 2K16","XOne",2015,"Sports","Take-Two Interactive",1.95,0.15,0,0.24,2.34,86,14,60,115,"Visual Concepts","E10+",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Sega","Japan","Sega"
"Kinect Sports: Season Two","X360",2011,"Sports","Microsoft Game Studios",1.38,0.72,0.02,0.22,2.34,66,46,63,39,"Rare Ltd., BigPark","E",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"James Bond 007: Everything or Nothing","PS2",2004,"Shooter","Electronic Arts",0.85,1.06,0.09,0.32,2.31,84,42,89,51,"EA Redwood Shores","T",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Need For Speed: High Stakes","PS",1999,"Racing","Electronic Arts",1.58,0.64,0,0.09,2.31,86,14,83,28,"EA Canada","E",17,"90s","SONY","5th Gen","SONY_PS","EA","US","EA"
"Guild Wars 2","PC",2012,"Action","NCSoft",0.96,1.07,0,0.27,2.31,90,69,77,2954,"ArenaNet","T",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Paper Mario: Sticker Star","3DS",2012,"Role-Playing","Nintendo",1.12,0.41,0.64,0.14,2.3,75,69,54,382,"Intelligent Systems","E",4,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"Batman: Arkham Origins","PS3",2013,"Action","Warner Bros. Interactive Entertainment",1.07,0.8,0.04,0.38,2.29,76,46,75,668,"WB Games Montreal","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"LEGO Star Wars: The Complete Saga","PS3",2007,"Action","LucasArts",1.02,0.9,0,0.36,2.29,80,18,65,87,"Traveller's Tales","E10+",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Need for Speed Underground 2","XB",2004,"Racing","Electronic Arts",1.38,0.8,0,0.1,2.28,77,35,85,27,"EA Canada","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA"
"Pro Evolution Soccer 2010","PS3",2009,"Sports","Konami Digital Entertainment",0.3,1.27,0.46,0.26,2.28,78,42,65,76,"Konami","E",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"FIFA Soccer 09","PS2",2008,"Sports","Electronic Arts",0.38,0.07,0.01,1.82,2.28,82,8,67,20,"EA Canada","E",8,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"LEGO Harry Potter: Years 1-4","DS",2010,"Action","Warner Bros. Interactive Entertainment",1.07,0.99,0,0.22,2.28,72,7,70,6,"TT Fusion","E10+",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"The Sims 3","X360",2010,"Simulation","Electronic Arts",1.27,0.81,0,0.2,2.28,76,42,69,71,"The Sims Studio","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA"
"Pokemon Ranger: Shadows of Almia","DS",2008,"Role-Playing","Nintendo",0.94,0.53,0.62,0.18,2.28,68,24,80,27,"HAL Labs, Creatures Inc.","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"Dead Island","PS3",2011,"Action","Deep Silver",1.08,0.73,0.15,0.31,2.27,71,41,64,405,"Techland","M",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Kirby: Nightmare in Dream Land","GBA",2002,"Platform","Nintendo",1.22,0.1,0.91,0.04,2.27,81,24,87,54,"HAL Labs","E",14,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo"
"Wario Land 4","GBA",2001,"Platform","Nintendo",0.9,0.73,0.54,0.09,2.26,88,17,87,42,"Nintendo","E",15,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo"
"Sonic's Ultimate Genesis Collection","PS3",2009,"Misc","Sega",1.34,0.6,0,0.31,2.26,80,35,84,43,"Backbone Entertainment","E10+",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"Far Cry: Primal","PS4",2016,"Action","Ubisoft",0.6,1.25,0.06,0.35,2.26,76,91,61,635,"Ubisoft Montreal","M",0,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Battlefield 1","XOne",2016,"Shooter","Electronic Arts",1.28,0.77,0,0.2,2.25,87,37,80,440,"EA DICE","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA"
"Onimusha 2: Samurai's Destiny","PS2",2002,"Adventure","Capcom",0.62,0.44,1.06,0.13,2.25,84,31,88,52,"Capcom","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Paper Mario: The Thousand-Year Door","GC",2004,"Role-Playing","Nintendo",1.48,0.25,0.46,0.06,2.25,87,55,92,306,"Intelligent Systems","E",12,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo"
"Madden NFL 12","PS3",2011,"Sports","Electronic Arts",1.93,0.15,0,0.17,2.25,79,31,53,56,"EA Tiburon","E",5,"10s","SONY","7th Gen","SONY_PS","EA","US","EA"
"God of War: Ascension","PS3",2013,"Action","Sony Computer Entertainment",1.23,0.63,0.04,0.35,2.25,80,89,73,914,"SCE Santa Monica","M",3,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Guitar Hero III: Legends of Rock","PS3",2007,"Misc","Activision",1.4,0.53,0.02,0.3,2.24,83,45,76,52,"Neversoft Entertainment","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Sonic Advance","GBA",2001,"Platform","Sega",1.19,0.71,0.22,0.13,2.24,87,22,79,48,"Sonic Team","E",15,"00s","Nintendo","6th Gen","Misc","Sega","Japan","Sega"
"Super Monkey Ball: Banana Blitz","Wii",2006,"Misc","Sega",1.05,0.91,0.04,0.24,2.24,74,53,55,72,"Sega","E",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega"
"New Super Luigi U","WiiU",2013,"Platform","Nintendo",1.25,0.62,0.18,0.18,2.24,77,59,77,288,"Nintendo","E",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Spyro: Season of Ice","GBA",2001,"Platform","Vivendi Games",1.29,0.83,0,0.11,2.23,74,16,78,13,"Digital Eclipse","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Ubisoft"
"Dissidia: Final Fantasy","PSP",2008,"Fighting","Square Enix",0.51,0.5,0.91,0.31,2.23,79,61,78,139,"Square Enix","T",8,"00s","SONY","7th Gen","SONY_PS","Square Enix","Japan","Square Enix"
"Madden NFL 25","X360",2013,"Sports","Electronic Arts",1.98,0.06,0,0.19,2.23,80,32,54,136,"EA Sports","E",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Borderlands 2","PS3",2012,"Shooter","Take-Two Interactive",1.05,0.72,0.1,0.35,2.23,91,25,80,858,"Gearbox Software","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"Prince of Persia: The Sands of Time","PS2",2003,"Action","Ubisoft",0.88,1.03,0,0.31,2.22,92,44,86,204,"Ubisoft","T",13,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Monster Hunter Tri","Wii",2009,"Role-Playing","Nintendo",0.65,0.4,1.05,0.11,2.22,84,70,84,219,"Capcom","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"LEGO Marvel Super Heroes","X360",2013,"Action","Warner Bros. Interactive Entertainment",1.24,0.79,0,0.19,2.22,80,37,74,127,"TT Games","E10+",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Tom Clancy's Rainbow Six: Siege","PS4",2015,"Shooter","Ubisoft",0.55,1.19,0.14,0.33,2.21,73,40,71,480,"Ubisoft Montreal","M",1,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Star Wars: The Force Unleashed","PS3",2008,"Action","LucasArts",1.01,0.85,0,0.35,2.21,71,47,64,233,"LucasArts","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Guitar Hero II","X360",2007,"Misc","Activision",2.01,0.02,0,0.17,2.2,92,55,79,220,"Harmonix Music Systems","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Forza Motorsport 5","XOne",2013,"Racing","Microsoft Game Studios",1.21,0.79,0.01,0.19,2.2,79,76,57,1095,"Turn 10","E",3,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Rock Band 2","X360",2008,"Misc","Electronic Arts",1.78,0.24,0,0.18,2.2,92,69,81,156,"Harmonix Music Systems","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Need for Speed: Hot Pursuit","X360",2010,"Racing","Electronic Arts",1.03,0.96,0,0.21,2.2,88,73,68,206,"Criterion Games","E10+",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA"
"LEGO Indiana Jones: The Original Adventures","DS",2008,"Action","Activision",1.4,0.59,0,0.2,2.2,80,15,77,16,"TT Fusion","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Activision Blizzard"
"BioShock 2","X360",2010,"Shooter","Take-Two Interactive",1.45,0.54,0.02,0.19,2.2,88,93,80,573,"2K Marin","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega"
"Star Wars: Knights of the Old Republic","XB",2003,"Role-Playing","Activision",1.68,0.44,0,0.08,2.19,94,72,90,317,"BioWare","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","Activision Blizzard"
"Madden NFL 15","PS4",2014,"Sports","Electronic Arts",1.54,0.25,0,0.4,2.19,81,37,59,208,"EA Sports","E",2,"10s","SONY","8th Gen","SONY_PS","EA","US","EA"
"Pro Evolution Soccer 2012","PS3",2011,"Action","Konami Digital Entertainment",0.34,0.96,0.55,0.33,2.19,80,41,64,132,"Konami","E",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Saints Row","X360",2006,"Action","THQ",1.17,0.77,0.02,0.22,2.18,81,74,73,211,"Volition Inc.","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"ATV Offroad Fury 2","PS2",2002,"Racing","THQ",1.92,0.2,0,0.06,2.18,82,26,87,28,"Rainbow Studios","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"FIFA 15","XOne",2014,"Sports","Electronic Arts",0.6,1.42,0,0.16,2.18,82,33,52,347,"EA Sports","E",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA"
"Tom Clancy's The Division","XOne",2016,"Shooter","Ubisoft",1.29,0.68,0,0.2,2.16,80,33,67,614,"Massive Entertainment","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"Final Fantasy XIII","X360",2010,"Role-Playing","Square Enix",1.28,0.67,0.01,0.21,2.16,82,54,61,539,"Square Enix","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Square Enix","Japan","Square Enix"
"The Sims: House Party","PC",2001,"Simulation","Electronic Arts",1.23,0.83,0,0.1,2.16,74,17,77,30,"Maxis","T",15,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Scribblenauts","DS",2009,"Puzzle","Warner Bros. Interactive Entertainment",1.67,0.3,0.02,0.18,2.16,79,72,74,110,"5TH Cell","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Sonic Unleashed","Wii",2008,"Platform","Sega",1.26,0.67,0.02,0.21,2.16,66,30,71,136,"Sonic Team","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega"
"Pokemon Ranger","DS",2006,"Role-Playing","Nintendo",1.28,0.03,0.73,0.12,2.15,69,21,74,50,"HAL Labs","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
